,Experiment Description,Data Definition,Well Substrate,Data Value,Data Submitter
73896,b3831 mutant Biolog assay,OD600 growth,Met-Ala,3.11,Blattner Laboratory
73898,b3849 mutant Biolog assay,OD600 growth,Met-Ala,2.95,Blattner Laboratory
73899,b3857 mutant Biolog assay,OD600 growth,Met-Ala,2.85,Blattner Laboratory
73900,b3860 mutant Biolog assay,OD600 growth,Met-Ala,1.04,Blattner Laboratory
73902,b3867 mutant Biolog assay,OD600 growth,Met-Ala,2.98,Blattner Laboratory
73905,b3870 mutant Biolog assay,OD600 growth,Met-Ala,2.8,Blattner Laboratory
73906,b3892 mutant Biolog assay,OD600 growth,Met-Ala,3.06,Blattner Laboratory
73907,b3893 mutant Biolog assay,OD600 growth,Met-Ala,2.96,Blattner Laboratory
73908,b3894 mutant Biolog assay,OD600 growth,Met-Ala,1.12,Blattner Laboratory
73911,b3902 mutant Biolog assay,OD600 growth,Met-Ala,2.29,Blattner Laboratory
73912,b3903 mutant Biolog assay,OD600 growth,Met-Ala,3.16,Blattner Laboratory
73913,b3904 mutant Biolog assay,OD600 growth,Met-Ala,3.02,Blattner Laboratory
73916,b3908 mutant Biolog assay,OD600 growth,Met-Ala,3.0,Blattner Laboratory
73917,b3909 mutant Biolog assay,OD600 growth,Met-Ala,2.32,Blattner Laboratory
73920,b3916 mutant Biolog assay,OD600 growth,Met-Ala,3.09,Blattner Laboratory
73921,b3917 mutant Biolog assay,OD600 growth,Met-Ala,2.56,Blattner Laboratory
73922,b3919 mutant Biolog assay,OD600 growth,Met-Ala,2.74,Blattner Laboratory
73923,b3924 mutant Biolog assay,OD600 growth,Met-Ala,2.65,Blattner Laboratory
73924,b3925 mutant Biolog assay,OD600 growth,Met-Ala,0.32,Blattner Laboratory
73925,b3926 mutant Biolog assay,OD600 growth,Met-Ala,0.62,Blattner Laboratory
73926,b3927 mutant Biolog assay,OD600 growth,Met-Ala,1.68,Blattner Laboratory
73928,b3930 mutant Biolog assay,OD600 growth,Met-Ala,2.88,Blattner Laboratory
73931,b3942 mutant Biolog assay,OD600 growth,Met-Ala,1.81,Blattner Laboratory
73932,b3945 mutant Biolog assay,OD600 growth,Met-Ala,1.93,Blattner Laboratory
73935,b3952 mutant Biolog assay,OD600 growth,Met-Ala,2.86,Blattner Laboratory
73936,b3957 mutant Biolog assay,OD600 growth,Met-Ala,0.13,Blattner Laboratory
73937,b3958 mutant Biolog assay,OD600 growth,Met-Ala,0.14,Blattner Laboratory
73938,b3959 mutant Biolog assay,OD600 growth,Met-Ala,0.13,Blattner Laboratory
73940,b3991 mutant Biolog assay,OD600 growth,Met-Ala,2.99,Blattner Laboratory
73941,b3992 mutant Biolog assay,OD600 growth,Met-Ala,2.31,Blattner Laboratory
73942,b3993 mutant Biolog assay,OD600 growth,Met-Ala,3.02,Blattner Laboratory
73943,b3994 mutant Biolog assay,OD600 growth,Met-Ala,2.78,Blattner Laboratory
73946,b4005 mutant Biolog assay,OD600 growth,Met-Ala,2.98,Blattner Laboratory
73947,b4006 mutant Biolog assay,OD600 growth,Met-Ala,0.11,Blattner Laboratory
73948,b4013 mutant Biolog assay,OD600 growth,Met-Ala,3.3,Blattner Laboratory
73951,b4025 mutant Biolog assay,OD600 growth,Met-Ala,1.9,Blattner Laboratory
73952,b4033 mutant Biolog assay,OD600 growth,Met-Ala,3.03,Blattner Laboratory
73953,b4035 mutant Biolog assay,OD600 growth,Met-Ala,3.21,Blattner Laboratory
73955,b4039 mutant Biolog assay,OD600 growth,Met-Ala,3.12,Blattner Laboratory
73956,b4041 mutant Biolog assay,OD600 growth,Met-Ala,2.65,Blattner Laboratory
73959,b4054 mutant Biolog assay,OD600 growth,Met-Ala,3.15,Blattner Laboratory
73961,b4070 mutant Biolog assay,OD600 growth,Met-Ala,3.14,Blattner Laboratory
73962,b4071 mutant Biolog assay,OD600 growth,Met-Ala,3.07,Blattner Laboratory
73963,b4072 mutant Biolog assay,OD600 growth,Met-Ala,3.12,Blattner Laboratory
73964,b4073 mutant Biolog assay,OD600 growth,Met-Ala,2.88,Blattner Laboratory
73965,b4090 mutant Biolog assay,OD600 growth,Met-Ala,3.04,Blattner Laboratory
73966,b4094 mutant Biolog assay,OD600 growth,Met-Ala,3.01,Blattner Laboratory
73967,b4095 mutant Biolog assay,OD600 growth,Met-Ala,3.2,Blattner Laboratory
73968,b4096 mutant Biolog assay,OD600 growth,Met-Ala,1.8,Blattner Laboratory
73970,b4100 mutant Biolog assay,OD600 growth,Met-Ala,3.12,Blattner Laboratory
73971,b4104 mutant Biolog assay,OD600 growth,Met-Ala,3.15,Blattner Laboratory
73972,b4105 mutant Biolog assay,OD600 growth,Met-Ala,3.11,Blattner Laboratory
73973,b4106 mutant Biolog assay,OD600 growth,Met-Ala,2.32,Blattner Laboratory
73976,b4111 mutant Biolog assay,OD600 growth,Met-Ala,1.92,Blattner Laboratory
73979,b4117 mutant Biolog assay,OD600 growth,Met-Ala,2.19,Blattner Laboratory
73981,b4119 mutant Biolog assay,OD600 growth,Met-Ala,0.22,Blattner Laboratory
73982,b4120 mutant Biolog assay,OD600 growth,Met-Ala,0.15,Blattner Laboratory
73983,b4129 mutant Biolog assay,OD600 growth,Met-Ala,3.17,Blattner Laboratory
73984,b4138 mutant Biolog assay,OD600 growth,Met-Ala,3.1,Blattner Laboratory
73985,b4173 mutant Biolog assay,OD600 growth,Met-Ala,3.13,Blattner Laboratory
73989,b3750 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.61,Blattner Laboratory
73990,b3751 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.47,Blattner Laboratory
73992,b3771 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.14,Blattner Laboratory
73994,b3787 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.64,Blattner Laboratory
73995,b3789 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,1.0,Blattner Laboratory
73997,b3806 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.56,Blattner Laboratory
73999,b3821 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.6,Blattner Laboratory
74001,b3829 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.14,Blattner Laboratory
74002,b3831 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.81,Blattner Laboratory
74004,b3849 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.68,Blattner Laboratory
74005,b3857 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.39,Blattner Laboratory
74006,b3860 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.76,Blattner Laboratory
74008,b3867 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.65,Blattner Laboratory
74011,b3870 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.64,Blattner Laboratory
74012,b3892 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.84,Blattner Laboratory
74013,b3893 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.77,Blattner Laboratory
74014,b3894 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.46,Blattner Laboratory
74017,b3902 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.77,Blattner Laboratory
74018,b3903 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.79,Blattner Laboratory
74019,b3904 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.7,Blattner Laboratory
74022,b3908 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,1.01,Blattner Laboratory
74023,b3909 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.78,Blattner Laboratory
74026,b3916 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,1.03,Blattner Laboratory
74027,b3917 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.77,Blattner Laboratory
74028,b3919 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.46,Blattner Laboratory
74029,b3924 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.45,Blattner Laboratory
74030,b3925 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.13,Blattner Laboratory
74031,b3926 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.12,Blattner Laboratory
74032,b3927 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.89,Blattner Laboratory
74034,b3930 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.8,Blattner Laboratory
74037,b3942 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.64,Blattner Laboratory
74038,b3945 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.91,Blattner Laboratory
74041,b3952 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.78,Blattner Laboratory
74042,b3957 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.12,Blattner Laboratory
74043,b3958 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.15,Blattner Laboratory
74044,b3959 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.12,Blattner Laboratory
74046,b3991 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.69,Blattner Laboratory
74047,b3992 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.44,Blattner Laboratory
74048,b3993 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.75,Blattner Laboratory
74049,b3994 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.55,Blattner Laboratory
74052,b4005 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.81,Blattner Laboratory
74053,b4006 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.11,Blattner Laboratory
74054,b4013 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.29,Blattner Laboratory
74057,b4025 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.94,Blattner Laboratory
74058,b4033 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.88,Blattner Laboratory
74059,b4035 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.77,Blattner Laboratory
74061,b4039 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,1.05,Blattner Laboratory
74062,b4041 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.62,Blattner Laboratory
74065,b4054 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.91,Blattner Laboratory
74067,b4070 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.74,Blattner Laboratory
74068,b4071 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.63,Blattner Laboratory
74069,b4072 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,1.08,Blattner Laboratory
74070,b4073 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.84,Blattner Laboratory
74071,b4090 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,1.01,Blattner Laboratory
74072,b4094 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,1.02,Blattner Laboratory
74073,b4095 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.9,Blattner Laboratory
74074,b4096 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.94,Blattner Laboratory
74076,b4100 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.7,Blattner Laboratory
74077,b4104 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.58,Blattner Laboratory
74078,b4105 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.75,Blattner Laboratory
74079,b4106 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.8,Blattner Laboratory
74082,b4111 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.6,Blattner Laboratory
74085,b4117 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.7,Blattner Laboratory
74087,b4119 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.13,Blattner Laboratory
74088,b4120 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.13,Blattner Laboratory
74089,b4129 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.95,Blattner Laboratory
74090,b4138 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.69,Blattner Laboratory
74091,b4173 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.85,Blattner Laboratory
74097,b3091 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.61,Blattner Laboratory
74098,b3093 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.57,Blattner Laboratory
74101,b3132 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.62,Blattner Laboratory
74102,b3137 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.59,Blattner Laboratory
74106,b3161 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.61,Blattner Laboratory
74109,b3172 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.13,Blattner Laboratory
74113,b3213 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.66,Blattner Laboratory
74114,b3224 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.6,Blattner Laboratory
74115,b3225 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.57,Blattner Laboratory
74117,b3236 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.24,Blattner Laboratory
74121,b3265 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.91,Blattner Laboratory
74133,b3336 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.51,Blattner Laboratory
74137,b3359 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.94,Blattner Laboratory
74141,b3396 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.55,Blattner Laboratory
74142,b3403 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.79,Blattner Laboratory
74145,b3409 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.81,Blattner Laboratory
74146,b3415 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.87,Blattner Laboratory
74147,b3416 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.91,Blattner Laboratory
74150,b3426 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.9,Blattner Laboratory
74151,b3429 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.66,Blattner Laboratory
74152,b3430 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.86,Blattner Laboratory
74153,b3431 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.97,Blattner Laboratory
74155,b3437 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.59,Blattner Laboratory
74157,b3450 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.66,Blattner Laboratory
74158,b3451 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.56,Blattner Laboratory
74159,b3454 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.74,Blattner Laboratory
74160,b3456 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.66,Blattner Laboratory
74163,b3500 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.38,Blattner Laboratory
74165,b3517 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.93,Blattner Laboratory
74166,b3519 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.91,Blattner Laboratory
74167,b3542 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.58,Blattner Laboratory
74168,b3543 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,1.02,Blattner Laboratory
74169,b3544 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.61,Blattner Laboratory
74171,b3551 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.57,Blattner Laboratory
74173,b3564 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.43,Blattner Laboratory
74174,b3565 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.41,Blattner Laboratory
74175,b3566 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.59,Blattner Laboratory
74176,b3567 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.63,Blattner Laboratory
74177,b3568 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.32,Blattner Laboratory
74179,b3571 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.6,Blattner Laboratory
74180,b3572 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.58,Blattner Laboratory
74181,b3580 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.55,Blattner Laboratory
74182,b3588 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.54,Blattner Laboratory
74183,b3600 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.5,Blattner Laboratory
74184,b3603 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.53,Blattner Laboratory
74186,b3605 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.54,Blattner Laboratory
74187,b3653 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.48,Blattner Laboratory
74189,b3671 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.62,Blattner Laboratory
74195,b3721 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.59,Blattner Laboratory
74196,b3725 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.81,Blattner Laboratory
74197,b3731 mutant Biolog assay,OD600 growth,Methane Sulfonic Acid,0.27,Blattner Laboratory
75263,b3091 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.92,Blattner Laboratory
75264,b3093 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.97,Blattner Laboratory
75267,b3132 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.05,Blattner Laboratory
75268,b3137 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.08,Blattner Laboratory
75272,b3161 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.04,Blattner Laboratory
75275,b3172 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.13,Blattner Laboratory
75279,b3213 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.96,Blattner Laboratory
75280,b3224 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.11,Blattner Laboratory
75281,b3225 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.65,Blattner Laboratory
75283,b3236 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.21,Blattner Laboratory
75287,b3265 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.49,Blattner Laboratory
75299,b3336 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.98,Blattner Laboratory
75303,b3359 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.33,Blattner Laboratory
75307,b3396 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.55,Blattner Laboratory
75308,b3403 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.18,Blattner Laboratory
75311,b3409 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.48,Blattner Laboratory
75312,b3415 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.45,Blattner Laboratory
75313,b3416 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.52,Blattner Laboratory
75316,b3426 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.47,Blattner Laboratory
75317,b3429 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.78,Blattner Laboratory
75318,b3430 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.3,Blattner Laboratory
75319,b3431 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.47,Blattner Laboratory
75321,b3437 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.11,Blattner Laboratory
75323,b3450 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.47,Blattner Laboratory
75324,b3451 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.1,Blattner Laboratory
75325,b3454 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.23,Blattner Laboratory
75326,b3456 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.13,Blattner Laboratory
75329,b3500 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.89,Blattner Laboratory
75331,b3517 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.48,Blattner Laboratory
75332,b3519 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.29,Blattner Laboratory
75333,b3542 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.43,Blattner Laboratory
75334,b3543 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.61,Blattner Laboratory
75335,b3544 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.3,Blattner Laboratory
75337,b3551 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.18,Blattner Laboratory
75339,b3564 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.07,Blattner Laboratory
75340,b3565 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.24,Blattner Laboratory
75341,b3566 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.37,Blattner Laboratory
75342,b3567 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.34,Blattner Laboratory
75343,b3568 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.84,Blattner Laboratory
75345,b3571 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.21,Blattner Laboratory
75346,b3572 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.51,Blattner Laboratory
75347,b3580 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.33,Blattner Laboratory
75348,b3588 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.42,Blattner Laboratory
75349,b3600 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.31,Blattner Laboratory
75350,b3603 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.16,Blattner Laboratory
75352,b3605 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.12,Blattner Laboratory
75353,b3653 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.9,Blattner Laboratory
75355,b3671 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.98,Blattner Laboratory
75361,b3721 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.6,Blattner Laboratory
75362,b3725 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.18,Blattner Laboratory
75363,b3731 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.35,Blattner Laboratory
75367,b3750 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.2,Blattner Laboratory
75368,b3751 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.86,Blattner Laboratory
75370,b3771 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.16,Blattner Laboratory
75372,b3787 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.53,Blattner Laboratory
75373,b3789 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.43,Blattner Laboratory
75375,b3806 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.73,Blattner Laboratory
75377,b3821 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.56,Blattner Laboratory
75379,b3829 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.18,Blattner Laboratory
75380,b3831 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.77,Blattner Laboratory
75382,b3849 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.26,Blattner Laboratory
75383,b3857 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.18,Blattner Laboratory
75384,b3860 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.32,Blattner Laboratory
75386,b3867 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.09,Blattner Laboratory
75389,b3870 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.09,Blattner Laboratory
75390,b3892 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.81,Blattner Laboratory
75391,b3893 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.53,Blattner Laboratory
75392,b3894 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.19,Blattner Laboratory
75395,b3902 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.62,Blattner Laboratory
75396,b3903 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,2.0,Blattner Laboratory
75397,b3904 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.3,Blattner Laboratory
75400,b3908 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.38,Blattner Laboratory
75401,b3909 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.45,Blattner Laboratory
75404,b3916 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,2.02,Blattner Laboratory
75405,b3917 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.75,Blattner Laboratory
75406,b3919 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.6,Blattner Laboratory
75407,b3924 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.84,Blattner Laboratory
75408,b3925 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.11,Blattner Laboratory
75409,b3926 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.11,Blattner Laboratory
75410,b3927 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.32,Blattner Laboratory
75412,b3930 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.57,Blattner Laboratory
75415,b3942 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.12,Blattner Laboratory
75416,b3945 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.72,Blattner Laboratory
75419,b3952 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.52,Blattner Laboratory
75420,b3957 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.13,Blattner Laboratory
75421,b3958 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.25,Blattner Laboratory
75422,b3959 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.15,Blattner Laboratory
75424,b3991 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.89,Blattner Laboratory
75425,b3992 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.83,Blattner Laboratory
75426,b3993 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.02,Blattner Laboratory
75427,b3994 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.79,Blattner Laboratory
75430,b4005 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.42,Blattner Laboratory
75431,b4006 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.22,Blattner Laboratory
75432,b4013 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.16,Blattner Laboratory
75435,b4025 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.51,Blattner Laboratory
75436,b4033 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.59,Blattner Laboratory
